CardsDonated,ClanJoined,Cohort,Country,DaysToReachTheater2,DaysToReachTheater3,DaysToReachTheater4,DaysToReachTheater5,FirstPurchaseTheater,Number of Records,PayingUsers,PlayTimeToReachTheater2,PlayTimeToReachTheater3,PlayTimeToReachTheater4,PlayTimeToReachTheater5,StartingGoldHurryCrate,StartingGoldPurchaseCrate,StartingGoldPurchaseSupply,T2Draw,T2Losses,T2Wins,T3Draw,T3Losses,T3Wins,T4Draw,T4Losses,T4Wins,Platform,userID
0,1,17/05/2017,DE,1,1,2,6,,1,0,16,121,720,880,259,,6,,20,11,2,92,45,15,41,45,PS4,qlGWUqEtVE6Bt6-wbMfw1g
105,1,17/05/2017,DE,1,2,4,5,,1,0,17,120,259,368,287,185,17,,15,10,1,26,28,1,15,25,PS4,ZUeqe8K3m0-YrIxEq3bL4Q
0,1,17/05/2017,DK,1,1,4,9,,1,0,14,107,214,321,234,,6,,12,14,1,10,14,,12,17,PS4,U1gOMTKmy0CCcWnBHztK2g
7,1,17/05/2017,ES,1,1,3,6,,1,0,13,109,186,269,4,,,1,3,9,2,,10,1,4,11,PS4,5iX7zY2o306wBkwVD1VTZA
0,1,17/05/2017,ES,1,5,11,17,,1,0,16,161,315,519,120,,28,2,20,9,2,19,17,3,22,29,PS4,9mGhHSh7E0m8a6whXQI9GQ
0,1,17/05/2017,ES,1,2,3,3,,1,0,29,143,285,418,27,220,6,,17,12,1,22,22,,18,21,PS4,rIZGkeXDmkStzFdvcBu9wg
1,1,17/05/2017,FI,1,2,10,16,,1,0,15,64,315,481,59,,,,2,8,,30,18,2,14,20,PS4,oYCp7as49EOvo4EZ0xj1cg
231,1,17/05/2017,FR,1,1,3,7,,1,0,13,74,200,420,345,,12,,4,11,,19,14,1,21,21,PS4,7KsVsqxHq02pSLSgYhm3nA
7,1,17/05/2017,FR,1,1,3,5,,1,0,15,219,444,874,322,,,1,11,13,1,16,19,6,24,28,PS4,GjZg5O4JLkiwZvEffraLHw
344,1,17/05/2017,FR,1,4,5,8,,1,0,11,72,122,240,339,,,,4,10,1,,12,2,7,17,PS4,h9YyN4FGGEq90lbCJ_jYGQ
4,1,17/05/2017,FR,1,3,6,9,,1,0,19,72,151,250,271,,,,1,8,2,1,15,1,3,13,PS4,VL87tYcJ30ubFjeeZnAzNA
0,0,17/05/2017,GB,1,3,7,16,,1,0,20,131,242,487,,,,,6,10,,9,17,5,29,26,PS4,clpriduuvEesi1gvJ0yrJQ
213,1,17/05/2017,GB,1,3,5,8,,1,0,14,105,257,699,246,,,,1,11,,10,15,4,42,34,PS4,EnbZoZKeb02co9IzOuklHQ
1,1,17/05/2017,GB,1,2,5,17,,1,1,24,91,499,1333,8,,260,,7,11,2,10,19,,2,,PS4,LJdH5tmMCk6ImTd84bJvUg
2,1,17/05/2017,GB,1,2,3,7,,1,1,12,143,433,880,24,,231,,31,13,,55,32,1,11,6,PS4,lselDhP96EOkbj_gZvv64g
11,1,17/05/2017,GB,2,2,2,4,,1,0,19,99,185,400,106,,,,2,11,1,4,17,2,11,20,PS4,p_-GWJUePU-ijSLgEloEzw
126,1,17/05/2017,IT,1,5,9,15,,1,0,9,409,557,702,86,220,,,2,10,,5,15,,11,22,PS4,NXl-OjUAU0-r-IPYa5lmxg
4,1,17/05/2017,MX,1,4,6,9,,1,0,18,140,207,386,199,,151,,12,12,,3,14,1,20,24,PS4,pOFj2CH__0mzgjYlDSbwPA
0,0,17/05/2017,NO,1,2,5,7,,1,0,20,205,302,486,31,,122,,14,12,,10,19,1,25,21,PS4,KwK703AVKUSuiDzxJK2SEg
29,1,17/05/2017,PL,2,5,7,21,4,1,1,10,60,168,317,146,125,,,4,8,,1,12,,,3,PS4,rVjOpa6GmkaHs4zLsbrx8A
0,1,17/05/2017,RU,1,2,2,4,,1,0,26,248,394,642,245,,30,1,16,16,,26,20,4,19,25,PS4,iXABr1i7oky066KN4Q8T8g
0,1,17/05/2017,SV,1,1,1,3,,1,0,12,66,122,215,248,,6,,4,13,1,4,12,1,4,15,PS4,rKJ375b0JEavQAXEGihRgg
0,0,17/05/2017,US,1,2,2,8,,1,0,11,87,162,262,181,,,,4,13,4,2,13,2,5,12,PS4,1dUqB0XoFk6hOF7csGfyyw
0,1,17/05/2017,US,1,2,3,6,,1,0,15,164,329,567,120,110,60,1,1,9,,,20,,3,15,PS4,Khz1Ve2NBEezjDf82Trzbg
233,1,17/05/2017,US,1,3,8,11,,1,0,15,285,741,1162,131,,,,7,10,2,5,14,2,6,18,PS4,KrYMwEBp7E6GUGGm5uNggA
0,1,17/05/2017,US,1,2,7,14,,1,0,14,120,261,403,27,,,1,8,10,3,8,14,3,8,17,PS4,NDWzw659W0aEN-kwYYPNrg
52,1,17/05/2017,US,1,2,5,11,,1,0,19,93,247,376,195,,60,1,4,9,,6,11,2,6,14,PS4,t1-DZ5DGRUGtx716rJmHcQ
0,0,17/05/2017,CZ,1,3,7,17,,1,0,16,164,429,928,22,,396,,11,10,3,27,22,18,56,47,STEAM_PC,74qruXKlhkaU5hXG-FQauQ
0,0,17/05/2017,JP,1,2,9,21,,1,0,14,112,498,817,147,,,1,12,9,6,27,21,1,27,29,STEAM_PC,LulfOYaru0CELGdWaS_QOw
8,1,17/05/2017,RU,1,1,6,7,,1,0,10,65,286,430,318,,,1,4,10,4,21,23,1,13,18,STEAM_PC,zEPt_SX8CUO0SyRvrTPgzw
0,1,17/05/2017,TR,1,2,6,10,,1,0,39,84,187,237,3,220,,,3,9,,3,17,,,11,STEAM_PC,Nmz4y6tNpE6Rggv9FA5N3Q
0,0,17/05/2017,-1,1,3,10,14,,1,0,35,361,918,1146,197,,120,1,45,10,2,47,29,7,6,18,XBOXONE,nzybeil_rU-4RaIAtQVjlw
0,0,17/05/2017,AU,1,10,12,38,,1,0,31,276,467,943,110,,141,3,10,10,1,16,18,4,39,32,XBOXONE,2dbau1Kg-EyuU9Lc2bcDRA
6,1,17/05/2017,AU,1,1,3,9,,1,0,18,158,353,734,219,,103,,13,12,4,28,18,2,51,44,XBOXONE,hKnhCO-NK06m98d5oTOOKg
1,1,17/05/2017,BA,1,1,2,4,,1,0,17,155,342,491,380,,55,,12,16,1,8,13,2,14,19,XBOXONE,2_QNYG7d802prmuPhNYQ3w
3,1,17/05/2017,BR,1,2,2,9,,1,0,21,84,140,236,35,,234,1,5,12,,1,8,,4,19,XBOXONE,GfJzbCO1tUyXCkWp9T7Ddw
0,0,17/05/2017,CA,1,4,12,23,,1,0,16,91,317,506,310,,,1,5,10,,23,22,1,14,24,XBOXONE,_4Y2bFctX0KeVEouzRaWfA
23,1,17/05/2017,CA,1,1,2,4,,1,0,9,81,197,303,278,,,1,1,14,,3,14,1,1,15,XBOXONE,1jx9QJcGm0eglQ1lZfZPnA
2,1,17/05/2017,CA,1,1,3,7,,1,1,9,97,165,225,242,,,3,3,16,,1,1,,,,XBOXONE,7WclR8D6h0OSdehDs7jQkQ
4,1,17/05/2017,CA,1,1,2,3,2,1,1,15,149,230,413,132,,120,,11,12,,,,,,,XBOXONE,DEzz1n4TgE-3tu7IJnvDYA
1,1,17/05/2017,CA,1,2,3,3,,1,1,19,500,648,773,62,110,90,,14,14,,4,5,,,,XBOXONE,TUJz-os88EmKj5gDAVovsQ
18,1,17/05/2017,CA,1,3,5,9,,1,0,24,91,170,434,59,220,,,4,9,,1,16,2,11,16,XBOXONE,yHxOftQ1cEG7nSM1u5FpNg
8,1,17/05/2017,DE,1,2,3,5,,1,0,9,68,208,478,265,,6,1,1,14,1,,10,1,9,18,XBOXONE,-XNAVVZQqkmL4rgKmTS6SA
0,1,17/05/2017,DE,1,1,4,10,2,1,1,21,157,379,593,23,,208,1,3,6,,,,,,,XBOXONE,ITcw47g2TUuCGubWeqPJZw
0,1,17/05/2017,ES,1,3,8,15,,1,0,24,250,547,790,432,,48,,37,10,1,50,33,13,89,69,XBOXONE,eHx6xzVY60e62hdQcAaOSg
315,1,17/05/2017,FR,1,1,1,3,,1,0,10,68,172,276,4,,,,,13,,1,12,,,10,XBOXONE,73W90x5LlEid5bHn0NJd7Q
39,1,17/05/2017,FR,1,2,3,8,,1,0,16,81,246,439,298,,,,3,10,,16,17,3,26,27,XBOXONE,cLvvOpCFtUigVaFHG1MonA
0,0,17/05/2017,FR,1,1,2,8,,1,0,18,94,252,874,242,,46,,8,14,3,13,14,10,55,44,XBOXONE,GPcgpH8PEEKPjUgcHCfXIw
1,1,17/05/2017,FR,1,2,8,21,,1,0,82,205,455,763,2,220,11,2,13,11,1,32,23,,38,29,XBOXONE,OVKKRwHC6kC-j9cqVayMsg
0,0,17/05/2017,FR,1,2,9,13,,1,0,14,101,310,493,55,,32,,5,11,1,29,21,1,18,19,XBOXONE,Ru8NmwRh1kiRJbBbL7l6vw
56,1,17/05/2017,FR,1,4,7,22,,1,0,17,119,202,422,47,110,148,,19,10,3,10,17,2,42,39,XBOXONE,woUP9AeoZUOtt7pO25XXFg
0,0,17/05/2017,GB,1,1,6,9,,1,1,15,108,344,533,124,,138,2,8,12,,11,5,,,,XBOXONE,-23WL0gBGkyvUuI-6sbfgA
0,0,17/05/2017,GB,1,1,2,10,,1,1,72,342,958,1734,134,110,6,2,26,16,10,81,39,,,,XBOXONE,boMBI2Dns0md8UDqE-2wnA
16,1,17/05/2017,GB,2,2,5,8,,1,1,12,110,210,398,175,110,,1,9,11,3,5,15,7,16,24,XBOXONE,BsnM2LB8xka_wB27J8w2cg
34,1,17/05/2017,GB,1,1,2,3,,1,0,16,162,517,1130,192,,404,1,20,14,9,44,33,1,31,19,XBOXONE,G-NVm5JakUeKoWOrkhrCtQ
15,1,17/05/2017,GB,1,2,2,3,,1,0,14,107,183,325,60,220,,3,5,11,1,4,15,6,6,22,XBOXONE,GmQfLxB-RUihQ2HojOKjPg
3,1,17/05/2017,GB,1,3,4,12,,1,1,8,67,152,343,42,220,,,4,10,,7,11,,,,XBOXONE,H_UiXQQFSkG3UrtolqbUkQ
94,1,17/05/2017,GB,1,1,3,5,,1,0,16,63,160,320,1,155,146,,2,9,,2,12,2,7,19,XBOXONE,IgyFW4KZyE-U2ou053pB7Q
246,1,17/05/2017,GB,1,2,3,6,,1,0,17,154,340,615,104,220,114,1,25,10,3,12,18,11,38,32,XBOXONE,qVQEGzuOuUi45E0xEZR3wQ
0,1,17/05/2017,MX,1,2,6,12,,1,0,13,74,143,314,71,,,,2,9,1,1,15,2,10,17,XBOXONE,nkTW5zQh8UCa8LBcmTHEfQ
59,1,17/05/2017,MX,1,2,5,7,,1,0,6,54,115,166,9,110,,,,11,,,15,1,1,8,XBOXONE,pZrK6ISYd0O8uHdyVfzfTQ
22,1,17/05/2017,MX,1,7,17,22,,1,0,32,354,671,1050,69,110,126,1,29,10,3,25,24,3,38,34,XBOXONE,SMQoD0spr0KRWJPIzZ0TLg
1,1,17/05/2017,MX,1,5,11,18,,1,0,14,85,216,329,201,,,1,1,12,1,12,17,3,5,15,XBOXONE,uNJ0bEnj9Ee2FwPyvTyzyQ
0,0,17/05/2017,US,1,1,1,6,3,1,1,14,206,617,1093,246,,6,1,32,14,,9,4,,,,XBOXONE,7CfztmODEEWHqieqsuq7Xw
2,1,17/05/2017,US,1,1,3,6,,1,0,9,67,258,352,4,,12,,4,12,1,7,15,,4,21,XBOXONE,8N2Lplr390ynaXeGy2vLag
3,1,17/05/2017,US,2,3,6,12,,1,0,12,72,185,356,150,110,22,1,9,11,,14,19,,25,118,XBOXONE,9wxIzIjaF0mcQXMQdfu71w
6,1,17/05/2017,US,1,4,5,11,,1,0,17,137,310,559,78,,6,,9,10,1,10,18,1,25,29,XBOXONE,bkKpyO0DkEWfsw-otf2vkQ
4,1,17/05/2017,US,1,3,4,7,,1,0,22,117,201,473,320,,,,15,10,,8,18,1,26,24,XBOXONE,DqcT38tZ1kKt-l4PPwZ25w
9,1,17/05/2017,US,1,2,4,15,,1,0,11,116,220,606,380,,,,4,12,,9,13,1,48,50,XBOXONE,DuGx0TjOH02u-2D-AcjLbA
0,0,17/05/2017,US,2,4,10,13,,1,0,20,101,235,321,186,,6,1,13,8,,11,18,1,5,16,XBOXONE,FPn-CALOiEKR_DXo4wqNcg
46,1,17/05/2017,US,1,2,3,15,,1,0,18,75,133,212,30,,300,2,,10,,1,13,4,25,29,XBOXONE,gtQcG67Kck-n7siYW4FlLw
19,1,17/05/2017,US,1,3,7,15,,1,0,12,71,195,314,59,235,6,1,2,10,,12,18,2,8,23,XBOXONE,Gz6uZ0y2pEyIsvigngDiFQ
35,1,17/05/2017,US,1,3,5,11,5,1,1,10,104,225,378,347,,,1,15,10,,11,21,2,12,19,XBOXONE,H5J9N_H570ezjStoZjavcQ
1,1,17/05/2017,US,1,3,3,3,,1,0,14,85,161,218,339,,,,7,11,,2,17,2,3,16,XBOXONE,m7VSBDYKukeu4prpHD-tNg
1,1,17/05/2017,US,1,2,7,15,,1,0,14,99,219,328,244,,27,,8,9,,11,14,1,5,15,XBOXONE,Njmcn-tgLkW6Hxd6g5OW8Q
26,1,17/05/2017,US,1,3,7,22,,1,0,14,170,597,1054,,,7,1,2,10,1,18,20,,22,29,XBOXONE,pBKg6ex-0kebOdfS8EiiLQ
0,0,17/05/2017,US,1,2,4,11,,1,0,13,93,154,215,193,,60,,7,12,,2,11,,2,12,XBOXONE,rzOPlXGFiEmci6ZjPpevEg
0,1,17/05/2017,US,1,6,16,23,,1,0,16,190,490,759,174,,116,1,19,11,1,31,29,1,22,23,XBOXONE,Scl7jOj2pkag2gpcYigP9A
1452,1,17/05/2017,US,1,1,3,4,,1,0,9,74,162,270,44,,527,,2,14,3,2,11,,3,15,XBOXONE,ULmJvzIr8E6l0ysV2n-GPw
0,0,17/05/2017,US,1,2,7,7,,1,0,11,155,307,389,281,,,5,14,13,1,12,16,,3,14,XBOXONE,uXZcCw1aREGokNGetJpDqA
0,1,17/05/2017,US,2,2,5,9,2,1,1,19,139,286,598,9,,235,,7,3,,,,,,,XBOXONE,V9vuAzCgK0aY9PePvTus1Q
0,0,17/05/2017,US,1,3,8,13,,1,0,14,115,347,519,122,,,,5,2,1,20,21,4,6,22,XBOXONE,WpQSu_AW6kqbisZLcvdbiw
2,1,17/05/2017,US,1,3,5,13,,1,0,13,70,131,241,170,110,,,3,10,1,1,13,1,12,21,XBOXONE,YqNllIEadU-J-gBFvPxJHg
0,0,18/05/2017,-1,1,1,5,11,,1,0,28,319,646,1015,189,,92,,8,11,2,41,23,1,30,31,PS4,6C-5lrRDsEG_D77LF-r5-w
8,1,18/05/2017,BE,1,2,9,23,,1,0,14,199,582,1066,156,,132,2,19,11,14,87,44,9,71,50,PS4,iDalojSc5kKn5cYcyVDvaw
0,1,18/05/2017,BE,1,4,8,11,,1,0,13,87,168,284,283,,,,6,11,,9,15,,12,19,PS4,S-lkBkvgsE2rhEMt1C19Ng
14,1,18/05/2017,BR,1,2,4,6,,1,0,16,94,232,320,294,,,,6,10,,1,16,,1,13,PS4,_AznSKp3EEi58H74QIjmPw
27,1,18/05/2017,BR,1,5,7,12,,1,0,9,85,158,233,198,,89,1,1,10,1,1,14,1,,13,PS4,EkxmopbegkeOoyIdGqmUKg
38,1,18/05/2017,CA,1,1,3,5,,1,0,12,61,161,326,20,235,,,2,12,,6,14,4,8,18,PS4,ijc-No6Dg0e0dKRH_RkYEg
0,0,18/05/2017,CH,1,2,4,20,,1,0,21,108,295,897,297,,6,2,10,11,1,8,16,7,29,38,PS4,cLPzCe40pUabrky_wRx8Bw
4,1,18/05/2017,DE,1,1,1,3,,1,0,15,110,176,347,290,,,,6,15,,4,12,2,18,24,PS4,8ZDkMAtSC0WPMCdW722vdw
1,1,18/05/2017,DE,1,2,2,8,,1,1,24,159,339,608,79,,185,2,15,11,1,26,21,2,38,29,PS4,9gYkKkV_okiPLG35lkXOUg
1,1,18/05/2017,DE,1,1,7,15,,1,0,15,82,236,421,163,,,,1,9,1,4,13,2,2,13,PS4,sX-QsIaEc0KyHs3n6Ba8kw
0,1,18/05/2017,DE,1,2,4,5,,1,1,13,157,247,326,56,,204,,4,12,,2,15,,1,3,PS4,T13fjVsGM0ChTnzlFisbSw
0,0,18/05/2017,DE,1,1,1,3,,1,0,15,86,176,408,85,140,,1,7,9,2,5,15,,3,14,PS4,V3w_5Xlme06cEEke6F4seQ
1,1,18/05/2017,DE,1,1,2,2,,1,0,16,77,192,262,249,,,1,4,9,1,11,19,,4,18,PS4,zDdPEDmPv0ewmapQz4vR2Q
5,1,18/05/2017,DE,1,1,3,4,,1,0,51,96,193,274,316,,24,,2,9,2,6,17,,7,15,PS4,ZR_tBN-wWkCNf11U_39dXQ
22,1,18/05/2017,ES,2,3,5,7,,1,0,10,130,218,307,203,,,,3,10,1,3,17,,4,16,PS4,0gr2HOnhRkGTFwVQgbM1hg
0,0,18/05/2017,ES,1,1,2,3,,1,0,15,68,338,472,274,,,,1,11,1,3,17,1,8,19,PS4,hG46iDIHYUOwJ03dic7OkQ
0,1,18/05/2017,ES,1,1,2,11,,1,0,20,62,236,922,276,,,,2,8,,12,18,8,106,65,PS4,SRKIyGaFtEqua1UiOvGPHg
0,0,18/05/2017,ES,1,5,10,17,,1,0,28,165,310,428,171,,,2,16,11,2,14,19,2,11,17,PS4,ul_jExu0ykGUS8WxNfuKSg
1,1,18/05/2017,FI,1,2,4,5,,1,1,22,68,234,315,250,,6,,,10,,10,19,,1,5,PS4,4wGe-4zh5kug254JZqvBOQ
25,1,18/05/2017,FR,1,2,5,9,,1,0,10,151,214,295,9,,193,,3,8,,3,16,3,2,14,PS4,CUNh27l6t0yOu3ScUXNB2w
0,1,18/05/2017,FR,1,2,8,11,,1,0,19,160,336,443,79,220,,3,7,10,3,16,16,3,9,19,PS4,D-7vBPL9ZE6cTKe9937rzQ
172,1,18/05/2017,FR,1,1,6,10,,1,0,13,48,196,289,152,,106,,2,10,1,12,21,,4,17,PS4,G9WU7qIHK0SL-NIMOHPRgQ
0,1,18/05/2017,FR,3,3,3,7,,1,0,28,135,235,396,320,,,,6,12,,5,18,7,41,37,PS4,gXMzknijgEKDQ7MHNL7Wlg
237,1,18/05/2017,GB,1,5,12,18,,1,0,14,182,355,427,,,,1,10,10,,,15,,2,14,PS4,lR7cW2aIiEey0z6GjJyN-g
0,1,18/05/2017,HR,1,2,6,23,,1,0,10,61,163,335,273,,21,,2,10,,5,13,3,9,16,PS4,lIoYQRMfzUaY44E4wiDM3A
0,1,18/05/2017,IR,1,2,5,11,,1,0,12,83,188,344,4,,42,,3,10,2,6,16,4,21,22,PS4,nwUthFdzp0WNOuG3znikbw
7,1,18/05/2017,MX,1,2,5,6,,1,0,22,160,476,611,270,,60,2,31,11,4,45,29,2,13,18,PS4,5RJfZNJQVkaUFKATIXMqoQ
2,1,18/05/2017,MX,1,1,2,5,,1,0,13,67,175,234,97,,158,,4,8,3,11,16,,3,13,PS4,rMDGD9W-Ck2MXIQiukpKRQ
259,1,18/05/2017,PL,1,1,2,3,,1,0,11,72,163,242,,,500,,2,12,1,2,12,,3,14,PS4,32Uz06N-d02hIXBRUoN-uA
0,1,18/05/2017,US,1,2,4,8,,1,0,23,127,357,617,265,,,,9,12,,21,20,1,27,27,PS4,5EL658uAX0qKa0H0oFn2AA
0,1,18/05/2017,US,1,2,10,13,,1,0,18,97,304,506,127,125,,,6,10,3,28,23,1,16,18,PS4,cN7EQmbPAkKEbxxzOsiMEA
92,1,18/05/2017,US,1,2,8,13,,1,0,10,34,115,186,327,,,,,7,,8,19,,6,13,PS4,D-AYxR2CJ0WQ-r8u_ZL5QQ
96,1,18/05/2017,US,1,3,9,13,,1,0,9,52,135,207,294,,,,6,9,,13,14,,5,16,PS4,f7oQcL4qxE-kCwz_yFh65Q
4,1,18/05/2017,US,1,2,3,5,,1,0,10,52,108,193,74,220,,,,11,,,13,2,3,16,PS4,i6d13LoJTUS2R0DJMwy_Bg
0,1,18/05/2017,US,1,3,5,12,,1,0,11,92,316,462,70,,,2,6,10,,6,11,,12,18,PS4,LAVgOXT0H0iaWM_aafI8CA
0,1,18/05/2017,US,1,1,2,8,,1,1,25,84,216,581,245,,14,,1,10,1,11,17,,15,12,PS4,RZ2mOnsJ5EaSmTPM0eIJSg
0,1,18/05/2017,US,2,5,12,30,,1,0,20,165,504,742,22,,240,1,10,12,2,10,14,5,31,26,PS4,z9SagI_U1UuKcLlfrYQ1TA
40,1,18/05/2017,US,1,4,5,7,,1,0,11,174,348,634,295,,,,3,9,,3,17,1,7,15,PS4,zzHnBgsqbUeGoOVgszbxOg
1,1,18/05/2017,ZA,2,2,6,6,,1,0,28,103,269,373,,,,,3,10,3,12,18,1,5,17,PS4,L_6SvDlNl0S1ev5ba1ChGA
0,1,18/05/2017,CN,1,3,11,14,,1,0,12,63,187,306,5,,,,3,9,,15,31,1,5,17,STEAM_PC,N5NEtHVI9UWELUtXKLMUTw
25,1,18/05/2017,GB,1,2,6,11,,1,0,17,108,310,546,288,,6,1,8,8,5,19,22,7,25,29,STEAM_PC,3WMtcq73CE2aoXSZamBpyg
0,1,18/05/2017,MX,1,2,4,8,,1,0,9,63,162,353,,280,,,6,8,1,4,15,3,16,21,STEAM_PC,e0kUC5wT7UuSmqhac0wG8w
0,0,18/05/2017,NO,1,1,2,9,,1,0,16,75,246,405,241,,,1,3,9,1,22,25,1,20,24,STEAM_PC,8WDVywJmIkWpI9U854deaw
0,1,18/05/2017,PL,1,2,2,8,,1,0,13,64,179,517,159,,120,2,2,7,1,13,16,2,49,39,STEAM_PC,ANsU3lv_m0C7RbON8MmJeQ
0,0,18/05/2017,RU,1,1,6,16,,1,0,15,100,416,943,38,,60,,6,8,,23,23,5,50,34,STEAM_PC,GnHLhqABhUaPBLCzGOqVOA
3,1,18/05/2017,SK,1,4,9,17,,1,0,23,218,731,1372,32,,285,3,17,9,1,43,26,2,48,37,STEAM_PC,MP1myEQeQE2-3lTIlXWBMQ
286,1,18/05/2017,-1,1,1,3,11,,1,0,13,157,264,687,407,,,,18,13,,9,13,15,34,36,XBOXONE,zuO8lPfL3k-G7cLVv2umEg
2,1,18/05/2017,BR,1,2,3,6,,1,0,11,71,208,378,277,,,1,4,9,1,8,16,4,16,22,XBOXONE,n18PdcEjP0yk6jSCSOFlGQ
26,1,18/05/2017,CA,1,3,3,4,,1,0,15,93,233,501,73,155,24,2,4,8,,18,26,4,10,20,XBOXONE,bodPlWrCY02yugww9qqwew
0,1,18/05/2017,CA,1,1,2,8,,1,1,14,59,199,524,,,,,,1,,,,,,,XBOXONE,IDMX1psxokCnsxkmpD8oEA
0,0,18/05/2017,CA,1,1,9,19,,1,1,17,87,643,1061,36,220,6,2,6,8,4,14,16,,,,XBOXONE,raD7c_7t-kCJ39e9aG-3gg
114,1,18/05/2017,CA,1,1,3,6,,1,0,10,75,168,293,284,,,1,6,12,,12,17,1,8,18,XBOXONE,RFSBtobhzEWLnn2TY_weBw
0,1,18/05/2017,CA,1,1,19,26,,1,0,14,120,564,2710,138,220,120,2,7,13,1,370,127,7,157,76,XBOXONE,u4gP53Nsp0KouVELjZDS0w
0,1,18/05/2017,DE,2,2,5,8,,1,0,22,301,603,738,245,,,1,10,10,1,8,16,2,3,13,XBOXONE,5WPHtbuDgEOr7ilGB2VyJg
0,0,18/05/2017,DE,1,1,2,8,,1,1,22,245,486,1630,5,,6,2,4,,,,,,,,XBOXONE,PaKoZDvPuU6cxkRAFicD0Q
43,1,18/05/2017,DE,1,2,3,5,,1,0,11,70,146,241,77,110,93,1,1,7,3,,12,2,5,14,XBOXONE,Tj5JW0V-Qkyerfg5fa4BHg
0,0,18/05/2017,DE,1,1,1,2,,1,0,16,75,226,409,8,,,2,2,9,4,9,17,2,24,27,XBOXONE,u7-qtlME9k2QRF2TXV7E-A
1,1,18/05/2017,FR,1,2,4,5,,1,0,12,71,141,207,272,,,,3,11,,2,15,,3,14,XBOXONE,mVm6ybdttEW2IRSMRtV4Kw
7,1,18/05/2017,FR,1,2,2,7,,1,0,17,109,391,1009,270,,,,5,8,3,33,25,1,36,39,XBOXONE,OwmgPaMo0kGP26zNF96tSw
311,1,18/05/2017,FR,1,1,1,2,,1,0,10,65,162,403,,,,1,1,9,2,1,15,,1,17,XBOXONE,SO21r_9swEC_4KlK2QLchw
2,1,18/05/2017,FR,1,2,3,7,,1,0,16,83,154,385,57,,,,2,7,,2,18,2,19,22,XBOXONE,T7zS856Uq06vzWnNSZ7idg
87,1,18/05/2017,FR,1,1,2,3,,1,0,16,150,195,421,126,,54,,,,2,2,8,6,23,26,XBOXONE,WuTeGoC2yUO-pmejtLGvww
6,1,18/05/2017,GB,1,2,6,8,,1,0,15,74,206,302,25,250,,1,2,9,2,9,19,1,4,13,XBOXONE,8p47s5mYcUKeWfBru0rcCQ
8,1,18/05/2017,GB,1,1,1,3,,1,0,8,32,92,203,236,,,,,9,,1,14,,6,16,XBOXONE,bWEzc2K6PEmFEfRS4MqYHw
0,1,18/05/2017,GB,1,1,7,10,,1,0,14,82,356,503,259,,,,6,8,1,25,26,2,10,19,XBOXONE,EUCfDoPtDEePdhz631D3Dg
0,1,18/05/2017,GB,1,1,2,5,,1,0,12,39,88,134,241,,,,,9,,,14,,,14,XBOXONE,kB8PIQ8-2U2RCZrDjFJIAA
0,1,18/05/2017,GB,1,1,2,5,2,1,1,12,96,158,307,,,240,2,3,6,,,,,,,XBOXONE,lwYPxjCnJkSwe6WqYkZBcw
13,1,18/05/2017,GB,1,2,7,14,,1,0,16,95,264,465,17,,,,2,10,,1,16,2,9,15,XBOXONE,mQhZ7WOvmUS3nej6o_zR4g
0,0,18/05/2017,GB,1,1,10,22,,1,0,36,163,402,576,155,110,59,,19,11,2,27,23,7,15,25,XBOXONE,nSDZAuCXR0-ULURVTkhOLw
2,1,18/05/2017,GB,1,2,4,8,,1,1,22,214,676,1352,19,220,27,,8,11,,11,8,,,,XBOXONE,q6Jcqj5DoU-N0lRrPPol2g
1,1,18/05/2017,GB,2,2,2,3,,1,0,28,92,215,570,,,60,,3,10,,17,16,3,49,36,XBOXONE,QcQgnoKLGkuvbVKnfeNqCA
1,1,18/05/2017,NO,1,2,3,4,,1,1,17,102,373,524,20,220,,,3,10,,2,10,,,,XBOXONE,ulUFhgwb5UuNsKOJp8CSlg
19,1,18/05/2017,PL,1,1,1,2,,1,0,10,67,115,298,151,110,,1,3,9,,,13,1,8,18,XBOXONE,EZjoUXD8Yk-jkS7wKyLgXA
19,1,18/05/2017,US,1,3,7,10,,1,0,14,78,174,289,107,,186,,2,9,,11,17,1,5,17,XBOXONE,0PvXYifgA0Crt7dHlRUQ7g
0,0,18/05/2017,US,1,3,7,9,,1,0,13,83,182,304,3,,,1,2,11,2,4,13,,3,18,XBOXONE,18K9EPXUmkKAo92p3Lvmww
0,0,18/05/2017,US,2,3,4,4,,1,0,9,43,128,206,279,,,,,10,1,4,15,1,,15,XBOXONE,1ZS8xy7pkEK_Zl1xK0UNNg
5,1,18/05/2017,US,1,1,1,2,,1,0,6,34,88,161,254,,,,,10,,2,14,1,1,16,XBOXONE,akzo5d_84kCaAbtxK71uNQ
3,1,18/05/2017,US,1,3,5,17,4,1,1,13,276,762,2585,324,,,1,24,11,,20,20,12,92,62,XBOXONE,BcEV9U-h1kS9Hcmn4pM9jQ
0,1,18/05/2017,US,1,2,3,4,,1,1,26,285,614,834,5,220,27,1,36,11,,50,12,,,,XBOXONE,ChfbgbaSyEyBr3ieFjGx1g
0,0,18/05/2017,US,1,2,2,2,,1,1,11,51,169,245,264,,,,1,8,1,2,10,,,,XBOXONE,DhiWHr-tM06mb4k50rWUtw
8,1,18/05/2017,US,1,3,4,6,,1,0,9,47,113,339,287,,,1,,9,,1,13,,1,8,XBOXONE,FVGMd-7lXk-9a4d2aHopnA
